train/loss,train/u_accuracy,train/v_accuracy,val/loss,val/u_accuracy,val/v_accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.002105790190398693,0.1875,0.3125,0.0019239202374592423,0.2635999917984009,0.25849997997283936,82.02490043640137,False,,,1,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-52-48,1688705568,82.02490043640137,5848,CTB455-Salmon,10.32.114.243,82.02490043640137,0,1,0.0028820037841796875
0.0006308840238489211,0.25,0.375,0.0007331841043196619,0.4175499975681305,0.3476499915122986,51.46779680252075,False,,,2,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-53-39,1688705619,133.49269723892212,5848,CTB455-Salmon,10.32.114.243,133.49269723892212,0,2,0.0028820037841796875
0.0003421528672333807,0.375,0.625,0.0004901366191916168,0.5722500085830688,0.5751000046730042,50.915178537368774,False,,,3,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-54-30,1688705670,184.4078757762909,5848,CTB455-Salmon,10.32.114.243,184.4078757762909,0,3,0.0028820037841796875
0.00018113592523150146,0.5625,0.6875,0.00037588554550893605,0.6942999958992004,0.7148000001907349,50.36334753036499,False,,,4,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-55-21,1688705721,234.77122330665588,5848,CTB455-Salmon,10.32.114.243,234.77122330665588,0,4,0.0028820037841796875
0.00017094513168558478,0.4375,0.8125,0.00028567685512825847,0.7669499516487122,0.5972999930381775,50.79080033302307,False,,,5,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-56-11,1688705771,285.56202363967896,5848,CTB455-Salmon,10.32.114.243,285.56202363967896,0,5,0.0028820037841796875
0.00019663308921735734,0.4375,0.5625,0.0002775999018922448,0.6327999830245972,0.628600001335144,50.408573150634766,False,,,6,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-57-02,1688705822,335.9705967903137,5848,CTB455-Salmon,10.32.114.243,335.9705967903137,0,6,0.0028820037841796875
0.00021435884991660714,0.5,0.4375,0.00027696747565642,0.5972999930381775,0.5078999996185303,50.275630950927734,False,,,7,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-57-52,1688705872,386.24622774124146,5848,CTB455-Salmon,10.32.114.243,386.24622774124146,0,7,0.0028820037841796875
0.0002622086030896753,0.5,0.5,0.0002454509667586535,0.7170000076293945,0.6590499877929688,50.3131365776062,False,,,8,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-58-42,1688705922,436.55936431884766,5848,CTB455-Salmon,10.32.114.243,436.55936431884766,0,8,0.0028820037841796875
0.0003188052505720407,0.5625,0.6875,0.00016264262376353145,0.8161499500274658,0.6912499666213989,50.51308226585388,False,,,9,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_22-59-33,1688705973,487.07244658470154,5848,CTB455-Salmon,10.32.114.243,487.07244658470154,0,9,0.0028820037841796875
0.0003214757307432592,0.8125,0.8125,0.00014197414566297084,0.8780999779701233,0.7785999774932861,50.39920663833618,False,,,10,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-00-23,1688706023,537.4716532230377,5848,CTB455-Salmon,10.32.114.243,537.4716532230377,0,10,0.0028820037841796875
0.00031686859438195825,0.75,0.8125,0.0001535875489935279,0.8007999658584595,0.7660499811172485,50.40718054771423,False,,,11,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-01-14,1688706074,587.878833770752,5848,CTB455-Salmon,10.32.114.243,587.878833770752,0,11,0.0028820037841796875
0.0002796974149532616,0.75,0.875,0.00016102056542877108,0.6607499718666077,0.9107499718666077,50.356467485427856,False,,,12,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-02-04,1688706124,638.2353012561798,5848,CTB455-Salmon,10.32.114.243,638.2353012561798,0,12,0.0028820037841796875
0.00022361570154316723,0.6875,0.875,0.00015657600306440145,0.6085000038146973,0.9199999570846558,50.33247971534729,False,,,13,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-02-54,1688706174,688.5677809715271,5848,CTB455-Salmon,10.32.114.243,688.5677809715271,0,13,0.0028820037841796875
0.00017684532213024795,0.6875,0.875,0.0001430114934919402,0.5618000030517578,0.9054499864578247,50.35790657997131,False,,,14,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-03-45,1688706225,738.9256875514984,5848,CTB455-Salmon,10.32.114.243,738.9256875514984,0,14,0.0028820037841796875
0.00014314454165287316,0.6875,0.9375,0.0001279475400224328,0.45819997787475586,0.8657499551773071,50.651484966278076,False,,,15,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-04-35,1688706275,789.5771725177765,5848,CTB455-Salmon,10.32.114.243,789.5771725177765,0,15,0.0028820037841796875
0.00012808071915060282,0.875,1.0,0.00010814716370077804,0.6380000114440918,0.9023499488830566,50.498265743255615,False,,,16,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-05-26,1688706326,840.0754382610321,5848,CTB455-Salmon,10.32.114.243,840.0754382610321,0,16,0.0028820037841796875
0.00011999142589047551,0.75,1.0,8.425721171079203e-05,0.8877999782562256,0.974049985408783,50.34000110626221,False,,,17,595eaec2,26d0ccba3e494407aa55eb287c411238,2023-07-06_23-06-16,1688706376,890.4154393672943,5848,CTB455-Salmon,10.32.114.243,890.4154393672943,0,17,0.0028820037841796875
